Name,Brand,Price,Image URL,Product URL
Knöchelhohe Schnürstiefel,Marsèll,798 €,https://cdn-images.farfetch-contents.com/15/73/39/89/15733989_29081494_300.jpg,https://www.farfetch.com/de/shopping/men/marsell-knochelhohe-schnurstiefel-item-15733989.aspx
Jimmy Choo x Timberland Schnürstiefel,Jimmy Choo,550 €,https://cdn-images.farfetch-contents.com/15/69/88/48/15698848_28489642_300.jpg,https://www.farfetch.com/de/shopping/men/jimmy-choo-jimmy-choo-x-timberland-schnurstiefel-item-15698848.aspx
jordan x Union 'Air Jordan 4 SP' Sneakers,Jordan,2.014 €,https://cdn-images.farfetch-contents.com/15/80/43/68/15804368_29161801_300.jpg,https://www.farfetch.com/de/shopping/men/jordan-jordan-x-union-air-jordan-4-sp-sneakers-item-15804368.aspx
'Hexagon' Sneakers,Philipp Plein,650 €,https://cdn-images.farfetch-contents.com/15/54/38/68/15543868_28922222_300.jpg,https://www.farfetch.com/de/shopping/men/philipp-plein-hexagon-sneakers-item-15543868.aspx
Prax 01 Sneakers,Prada,590 €,https://cdn-images.farfetch-contents.com/15/79/20/71/15792071_28911765_300.jpg,https://www.farfetch.com/de/shopping/men/prada-prax-01-sneakers-item-15792071.aspx
Schnürschuhe mit Profilsohle,Salvatore Ferragamo,595 €,https://cdn-images.farfetch-contents.com/15/46/16/17/15461617_28225144_300.jpg,https://www.farfetch.com/de/shopping/men/salvatore-ferragamo-schnurschuhe-mit-profilsohle-item-15461617.aspx
'Wareham' Oxford-Schuhe,Church's,550 €,https://cdn-images.farfetch-contents.com/14/97/45/66/14974566_26602632_300.jpg,https://www.farfetch.com/de/shopping/men/churchs-wareham-oxford-schuhe-item-14974566.aspx
Budapester mit Profilsohle,Versace,650 €,https://cdn-images.farfetch-contents.com/14/76/09/65/14760965_23613374_300.jpg,https://www.farfetch.com/de/shopping/men/versace-budapester-mit-profilsohle-item-14760965.aspx
'Longwing' Budapester,Thom Browne,1.170 €,https://cdn-images.farfetch-contents.com/14/77/54/94/14775494_24013601_300.jpg,https://www.farfetch.com/de/shopping/men/thom-browne-longwing-budapester-item-14775494.aspx
Sock-Sneakers mit Schnürung,Balenciaga,650 €,https://cdn-images.farfetch-contents.com/15/36/55/01/15365501_28850496_300.jpg,https://www.farfetch.com/de/shopping/men/balenciaga-sock-sneakers-mit-schnurung-item-15365501.aspx
'Air Jordan 1' Sneakers,Jordan,183 €,https://cdn-images.farfetch-contents.com/15/79/33/46/15793346_28860238_300.jpg,https://www.farfetch.com/de/shopping/men/jordan-air-jordan-1-sneakers-item-15793346.aspx
'700 V3' Sneakers,adidas YEEZY,656 €,https://cdn-images.farfetch-contents.com/15/64/29/89/15642989_28871995_300.jpg,https://www.farfetch.com/de/shopping/men/adidas-yeezy-700-v3-sneakers-item-15642989.aspx
'Odsy-1000' Sneakers,Off-White,525 €,https://cdn-images.farfetch-contents.com/15/48/62/18/15486218_28844187_300.jpg,https://www.farfetch.com/de/shopping/men/off-white-odsy-1000-sneakers-item-15486218.aspx
'Rocco' Stiefel,Eytys,317 €,https://cdn-images.farfetch-contents.com/15/18/57/23/15185723_28837981_300.jpg,https://www.farfetch.com/de/shopping/men/eytys-rocco-stiefel-item-15185723.aspx
Knöchelhohe Stiefel,Common Projects,517 €,https://cdn-images.farfetch-contents.com/15/72/92/37/15729237_28820774_300.jpg,https://www.farfetch.com/de/shopping/men/common-projects-knochelhohe-stiefel-item-15729237.aspx
Chelsea-Boots mit Profilsohle,Marsèll,898 €,https://cdn-images.farfetch-contents.com/15/70/04/29/15700429_28537098_300.jpg,https://www.farfetch.com/de/shopping/men/marsell-chelsea-boots-mit-profilsohle-item-15700429.aspx
Wildlederstiefel mit Bandana,AMIRI,1.180 €,https://cdn-images.farfetch-contents.com/15/67/97/09/15679709_28874485_300.jpg,https://www.farfetch.com/de/shopping/men/amiri-wildlederstiefel-mit-bandana-item-15679709.aspx
Loafer mit transparentem Absatz,Giuseppe Zanotti,895 €,https://cdn-images.farfetch-contents.com/15/55/80/08/15558008_28770433_300.jpg,https://www.farfetch.com/de/shopping/men/giuseppe-zanotti-loafer-mit-transparentem-absatz-item-15558008.aspx
Loafer mit eckiger Kappe,AMI,395 €,https://cdn-images.farfetch-contents.com/15/13/40/84/15134084_26435773_300.jpg,https://www.farfetch.com/de/shopping/men/ami-loafer-mit-eckiger-kappe-item-15134084.aspx
Monk-Schuhe,Moschino,370 €,https://cdn-images.farfetch-contents.com/15/65/73/00/15657300_28428333_300.jpg,https://www.farfetch.com/de/shopping/men/moschino-monk-schuhe-item-15657300.aspx
'Parida' Loafer mit Quasten,Gucci,690 €,https://cdn-images.farfetch-contents.com/15/39/28/82/15392882_28600093_300.jpg,https://www.farfetch.com/de/shopping/men/gucci-parida-loafer-mit-quasten-item-15392882.aspx
Statement-Stiefel,1017 ALYX 9SM,879 €,https://cdn-images.farfetch-contents.com/15/82/25/91/15822591_29055476_300.jpg,https://www.farfetch.com/de/shopping/men/1017-alyx-9sm-statement-stiefel-item-15822591.aspx
Chelsea-Boots,A-COLD-WALL*,607 €,https://cdn-images.farfetch-contents.com/15/77/32/05/15773205_28872541_300.jpg,https://www.farfetch.com/de/shopping/men/a-cold-wall-chelsea-boots-item-15773205.aspx
Stiefel mit doppelter Schnalle,AMIRI,910 €,https://cdn-images.farfetch-contents.com/15/78/92/34/15789234_29068604_300.jpg,https://www.farfetch.com/de/shopping/men/amiri-stiefel-mit-doppelter-schnalle-item-15789234.aspx
'Wyatt 40' Stiefel,Saint Laurent,695 €,https://cdn-images.farfetch-contents.com/15/51/07/69/15510769_28872250_300.jpg,https://www.farfetch.com/de/shopping/men/saint-laurent-wyatt-40-stiefel-item-15510769.aspx
'XXI Vulcanized' High-Top-Sneakers,Marcelo Burlon County of Milan,270 €,https://cdn-images.farfetch-contents.com/15/34/63/63/15346363_28649206_300.jpg,https://www.farfetch.com/de/shopping/men/marcelo-burlon-county-of-milan-xxi-vulcanized-high-top-sneakers-item-15346363.aspx
NMD_R1 low-top sneakers,adidas,125 €,https://cdn-images.farfetch-contents.com/15/58/32/68/15583268_28684232_300.jpg,https://www.farfetch.com/de/shopping/men/adidas-nmdr1-low-top-sneakers-item-15583268.aspx
Sneakers,Off-White,345 €,https://cdn-images.farfetch-contents.com/15/28/07/51/15280751_28457384_300.jpg,https://www.farfetch.com/de/shopping/men/off-white-sneakers-item-15280751.aspx
'Air Max 270' Sneakers,Nike,142 €,https://cdn-images.farfetch-contents.com/15/58/98/64/15589864_28647705_300.jpg,https://www.farfetch.com/de/shopping/men/nike-air-max-270-sneakers-item-15589864.aspx
'Air Jordan 12 Retro' Sneakers,Jordan,373 €,https://cdn-images.farfetch-contents.com/15/66/53/11/15665311_28541381_300.jpg,https://www.farfetch.com/de/shopping/men/jordan-air-jordan-12-retro-sneakers-item-15665311.aspx
Sneakers mit Kontrasteinsätzen,Maison Margiela,370 €,https://cdn-images.farfetch-contents.com/15/65/23/01/15652301_28406601_300.jpg,https://www.farfetch.com/de/shopping/men/maison-margiela-sneakers-mit-kontrasteinsatzen-item-15652301.aspx
'Open' Sneakers,Valentino Garavani,490 €,https://cdn-images.farfetch-contents.com/15/68/29/94/15682994_28649244_300.jpg,https://www.farfetch.com/de/shopping/men/valentino-garavani-open-sneakers-item-15682994.aspx
'Air Max 90 Supernova Galaxy' Sneakers,Nike,281 €,https://cdn-images.farfetch-contents.com/15/57/18/38/15571838_28680772_300.jpg,https://www.farfetch.com/de/shopping/men/nike-air-max-90-supernova-galaxy-sneakers-item-15571838.aspx
'BV Stilt' Loafer,Bottega Veneta,790 €,https://cdn-images.farfetch-contents.com/15/33/74/46/15337446_28811886_300.jpg,https://www.farfetch.com/de/shopping/men/bottega-veneta-bv-stilt-loafer-item-15337446.aspx
Loafer mit eckiger Kappe,Prada,750 €,https://cdn-images.farfetch-contents.com/15/62/20/51/15622051_28112042_300.jpg,https://www.farfetch.com/de/shopping/men/prada-loafer-mit-eckiger-kappe-item-15622051.aspx
Derby-Schuhe mit dicker Sohle,Marsèll,898 €,https://cdn-images.farfetch-contents.com/15/54/78/60/15547860_29285180_300.jpg,https://www.farfetch.com/de/shopping/men/marsell-derby-schuhe-mit-dicker-sohle-item-15547860.aspx
'Shannon' Derby-Schuhe,Church's,690 €,https://cdn-images.farfetch-contents.com/15/04/56/75/15045675_28829064_300.jpg,https://www.farfetch.com/de/shopping/men/churchs-shannon-derby-schuhe-item-15045675.aspx
'Ultraboost MTL' Sneakers,adidas,178 €,https://cdn-images.farfetch-contents.com/15/69/63/17/15696317_28541463_300.jpg,https://www.farfetch.com/de/shopping/men/adidas-ultraboost-mtl-sneakers-item-15696317.aspx
'Air Jordan 1 Mid SE' Sneakers,Jordan,245 €,https://cdn-images.farfetch-contents.com/15/72/52/39/15725239_28582401_300.jpg,https://www.farfetch.com/de/shopping/men/jordan-air-jordan-1-mid-se-sneakers-item-15725239.aspx
Valentino Garavani 'Rockrunner Plus' Sneakers,Valentino Garavani,650 €,https://cdn-images.farfetch-contents.com/15/68/87/67/15688767_28577370_300.jpg,https://www.farfetch.com/de/shopping/men/valentino-garavani-valentino-garavani-rockrunner-plus-sneakers-item-15688767.aspx
'Money Beast' Sneakers mit Flammen,Philipp Plein,4.998 €,https://cdn-images.farfetch-contents.com/15/54/39/76/15543976_27895857_300.jpg,https://www.farfetch.com/de/shopping/men/philipp-plein-money-beast-sneakers-mit-flammen-item-15543976.aspx
'BV Tire' Stiefel,Bottega Veneta,850 €,https://cdn-images.farfetch-contents.com/15/70/10/09/15701009_28706902_300.jpg,https://www.farfetch.com/de/shopping/men/bottega-veneta-bv-tire-stiefel-item-15701009.aspx
Adieu Paris x Études Chelsea-Boots,Adieu Paris,385 €,https://cdn-images.farfetch-contents.com/15/48/57/20/15485720_28514788_300.jpg,https://www.farfetch.com/de/shopping/men/adieu-paris-adieu-paris-x-etudes-chelsea-boots-item-15485720.aspx
Stiefel mit Kontrastsohle,Dsquared2,535 €,https://cdn-images.farfetch-contents.com/14/97/66/81/14976681_24999841_300.jpg,https://www.farfetch.com/de/shopping/men/dsquared2-stiefel-mit-kontrastsohle-item-14976681.aspx
Stiefel mit geriffelter Sohle,Marsèll,798 €,https://cdn-images.farfetch-contents.com/15/54/78/44/15547844_28100324_300.jpg,https://www.farfetch.com/de/shopping/men/marsell-stiefel-mit-geriffelter-sohle-item-15547844.aspx
Valentino Garavani VLTN Pantoletten,Valentino Garavani,280 €,https://cdn-images.farfetch-contents.com/15/69/41/02/15694102_28534074_300.jpg,https://www.farfetch.com/de/shopping/men/valentino-garavani-valentino-garavani-vltn-pantoletten-item-15694102.aspx
Pantoletten mit Logo-Print,Dsquared2,145 €,https://cdn-images.farfetch-contents.com/15/42/39/88/15423988_28442621_300.jpg,https://www.farfetch.com/de/shopping/men/dsquared2-pantoletten-mit-logo-print-item-15423988.aspx
Pantoletten mit Webstreifen,Gucci,290 €,https://cdn-images.farfetch-contents.com/15/39/15/01/15391501_28290634_300.jpg,https://www.farfetch.com/de/shopping/men/gucci-pantoletten-mit-webstreifen-item-15391501.aspx
Pantoletten mit Einsätzen,Balenciaga,450 €,https://cdn-images.farfetch-contents.com/15/31/40/20/15314020_28078346_300.jpg,https://www.farfetch.com/de/shopping/men/balenciaga-pantoletten-mit-einsatzen-item-15314020.aspx
Klobige Sneakers,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/13/52/58/33/13525833_23289154_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-klobige-sneakers-item-13525833.aspx
'Oversized' Sneakers,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/13/95/16/18/13951618_23999773_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-oversized-sneakers-item-13951618.aspx
'Oversized' Sneakers,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/15/56/10/30/15561030_28789405_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-oversized-sneakers-item-15561030.aspx
Klobige Sneakers,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/13/16/43/54/13164354_23289144_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-klobige-sneakers-item-13164354.aspx
Klobige Sneakers,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/13/52/58/30/13525830_22546943_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-klobige-sneakers-item-13525830.aspx
'Achilles' Sneakers,Common Projects,305 €,https://cdn-images.farfetch-contents.com/13/83/82/56/13838256_26216740_300.jpg,https://www.farfetch.com/de/shopping/men/common-projects-achilles-sneakers-item-13838256.aspx
Sneakers mit breiter Sohle,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/15/56/03/74/15560374_28532205_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-sneakers-mit-breiter-sohle-item-15560374.aspx
'Ace' Sneakers,Gucci,540 €,https://cdn-images.farfetch-contents.com/15/40/04/33/15400433_28534211_300.jpg,https://www.farfetch.com/de/shopping/men/gucci-ace-sneakers-item-15400433.aspx
'Replica' Sneakers,Maison Margiela,370 €,https://cdn-images.farfetch-contents.com/14/36/12/44/14361244_21194359_300.jpg,https://www.farfetch.com/de/shopping/men/maison-margiela-replica-sneakers-item-14361244.aspx
Sneakers mit Oversized-Sohle,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/15/29/41/35/15294135_28196704_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-sneakers-mit-oversized-sohle-item-15294135.aspx
'Oversized' Sneakers,Alexander McQueen,490 €,https://cdn-images.farfetch-contents.com/15/29/41/33/15294133_28229197_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-oversized-sneakers-item-15294133.aspx
'Portofino' Sneakers,Dolce & Gabbana,495 €,https://cdn-images.farfetch-contents.com/15/42/20/84/15422084_28367157_300.jpg,https://www.farfetch.com/de/shopping/men/dolce-gabbana-portofino-sneakers-item-15422084.aspx
'OG-056 VHL' Pantoletten,Suicoke,264 €,https://cdn-images.farfetch-contents.com/15/49/20/26/15492026_28990996_300.jpg,https://www.farfetch.com/de/shopping/men/suicoke-og-056-vhl-pantoletten-item-15492026.aspx
Sneakers mit House-Check,Burberry,370 €,https://cdn-images.farfetch-contents.com/14/69/75/80/14697580_23307594_300.jpg,https://www.farfetch.com/de/shopping/men/burberry-sneakers-mit-house-check-item-14697580.aspx
'Oversized' Sneakers,Alexander McQueen,425 €,https://cdn-images.farfetch-contents.com/15/55/97/01/15559701_28526745_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-oversized-sneakers-item-15559701.aspx
'Tennis' Sneakers,Dsquared2,350 €,https://cdn-images.farfetch-contents.com/15/42/40/55/15424055_27683831_300.jpg,https://www.farfetch.com/de/shopping/men/dsquared2-tennis-sneakers-item-15424055.aspx
'551' Sneakers mit Einsatz ,Dsquared2,340 €,https://cdn-images.farfetch-contents.com/15/42/08/97/15420897_27678327_300.jpg,https://www.farfetch.com/de/shopping/men/dsquared2-551-sneakers-mit-einsatz-item-15420897.aspx
Sneakers mit House-Check,Burberry,370 €,https://cdn-images.farfetch-contents.com/14/69/75/75/14697575_23307560_300.jpg,https://www.farfetch.com/de/shopping/men/burberry-sneakers-mit-house-check-item-14697575.aspx
Bikerstiefel mit Kontrasteinsatz,Prada,790 €,https://cdn-images.farfetch-contents.com/14/64/67/47/14646747_22815508_300.jpg,https://www.farfetch.com/de/shopping/men/prada-bikerstiefel-mit-kontrasteinsatz-item-14646747.aspx
Sneakers mit Vintage-Check,Burberry,520 €,https://cdn-images.farfetch-contents.com/14/34/86/89/14348689_20949468_300.jpg,https://www.farfetch.com/de/shopping/men/burberry-sneakers-mit-vintage-check-item-14348689.aspx
'B-Bold' High-Top-Sneakers,Balmain,750 €,https://cdn-images.farfetch-contents.com/15/14/33/44/15143344_28764460_300.jpg,https://www.farfetch.com/de/shopping/men/balmain-b-bold-high-top-sneakers-item-15143344.aspx
'Urban Street' Sneakers,Givenchy,425 €,https://cdn-images.farfetch-contents.com/15/48/37/91/15483791_28971369_300.jpg,https://www.farfetch.com/de/shopping/men/givenchy-urban-street-sneakers-item-15483791.aspx
'Rock' Sneakers,Valentino Garavani,470 €,https://cdn-images.farfetch-contents.com/15/35/78/20/15357820_28061005_300.jpg,https://www.farfetch.com/de/shopping/men/valentino-garavani-rock-sneakers-item-15357820.aspx
'Oversized' Sneakers,Alexander McQueen,550 €,https://cdn-images.farfetch-contents.com/15/29/44/44/15294444_29214410_300.jpg,https://www.farfetch.com/de/shopping/men/alexander-mcqueen-oversized-sneakers-item-15294444.aspx
"'Clean' Wildleder-Sneakers, 90mm",Axel Arigato,188 €,https://cdn-images.farfetch-contents.com/15/25/92/47/15259247_27681503_300.jpg,https://www.farfetch.com/de/shopping/men/axel-arigato-clean-wildleder-sneakers-90mm-item-15259247.aspx
'Dunk V2' Sneakers,Axel Arigato,189 €,https://cdn-images.farfetch-contents.com/15/25/90/99/15259099_28005540_300.jpg,https://www.farfetch.com/de/shopping/men/axel-arigato-dunk-v2-sneakers-item-15259099.aspx
Running Sole camo sneakers,Golden Goose,415 €,https://cdn-images.farfetch-contents.com/15/40/04/50/15400450_28726151_300.jpg,https://www.farfetch.com/de/shopping/men/golden-goose-running-sole-camo-sneakers-item-15400450.aspx
'Urban Street' Sneakers,Givenchy,425 €,https://cdn-images.farfetch-contents.com/15/56/97/68/15569768_28674206_300.jpg,https://www.farfetch.com/de/shopping/men/givenchy-urban-street-sneakers-item-15569768.aspx
